"state","date","cases","deaths","population","pop_density","Start date","End date","newcases","newdeaths","death_rate","month","per100k","newper100k","deathsper100k","newdeathsper100k","policy"
"California",2020-10-02,828364,16074,39557045,253.9065023,2020-03-19,2020-05-25,4058,85,1.94,"10",2094.1,10.3,40.6,0.2,"loose"
"California",2020-10-03,831494,16122,39557045,253.9065023,2020-03-19,2020-05-25,3130,48,1.94,"10",2102,7.9,40.8,0.1,"loose"
"California",2020-10-04,834635,16150,39557045,253.9065023,2020-03-19,2020-05-25,3141,28,1.93,"10",2110,7.9,40.8,0.1,"loose"
"California",2020-10-05,837720,16179,39557045,253.9065023,2020-03-19,2020-05-25,3085,29,1.93,"10",2117.8,7.8,40.9,0.1,"loose"
"California",2020-10-06,840322,16251,39557045,253.9065023,2020-03-19,2020-05-25,2602,72,1.93,"10",2124.3,6.6,41.1,0.2,"loose"
"California",2020-10-07,843732,16358,39557045,253.9065023,2020-03-19,2020-05-25,3410,107,1.94,"10",2133,8.6,41.4,0.3,"loose"
"California",2020-10-08,847384,16425,39557045,253.9065023,2020-03-19,2020-05-25,3652,67,1.94,"10",2142.2,9.2,41.5,0.2,"loose"
"California",2020-10-09,851228,16502,39557045,253.9065023,2020-03-19,2020-05-25,3844,77,1.94,"10",2151.9,9.7,41.7,0.2,"loose"
"California",2020-10-10,854302,16568,39557045,253.9065023,2020-03-19,2020-05-25,3074,66,1.94,"10",2159.7,7.8,41.9,0.2,"loose"
"California",2020-10-11,857076,16581,39557045,253.9065023,2020-03-19,2020-05-25,2774,13,1.93,"10",2166.7,7,41.9,0,"loose"
"California",2020-10-12,859959,16594,39557045,253.9065023,2020-03-19,2020-05-25,2883,13,1.93,"10",2174,7.3,41.9,0,"loose"
"California",2020-10-13,863614,16650,39557045,253.9065023,2020-03-19,2020-05-25,3655,56,1.93,"10",2183.2,9.2,42.1,0.1,"loose"
"California",2020-10-14,867094,16752,39557045,253.9065023,2020-03-19,2020-05-25,3480,102,1.93,"10",2192,8.8,42.3,0.3,"loose"
"California",2020-10-15,870380,16839,39557045,253.9065023,2020-03-19,2020-05-25,3286,87,1.93,"10",2200.3,8.3,42.6,0.2,"loose"
"California",2020-10-16,874101,16901,39557045,253.9065023,2020-03-19,2020-05-25,3721,62,1.93,"10",2209.7,9.4,42.7,0.2,"loose"
"California",2020-10-17,876257,16940,39557045,253.9065023,2020-03-19,2020-05-25,2156,39,1.93,"10",2215.2,5.5,42.8,0.1,"loose"
"California",2020-10-18,878394,16979,39557045,253.9065023,2020-03-19,2020-05-25,2137,39,1.93,"10",2220.6,5.4,42.9,0.1,"loose"
"California",2020-10-19,882665,16987,39557045,253.9065023,2020-03-19,2020-05-25,4271,8,1.92,"10",2231.4,10.8,42.9,0,"loose"
"California",2020-10-20,887093,17067,39557045,253.9065023,2020-03-19,2020-05-25,4428,80,1.92,"10",2242.6,11.2,43.1,0.2,"loose"
"California",2020-10-21,890153,17189,39557045,253.9065023,2020-03-19,2020-05-25,3060,122,1.93,"10",2250.3,7.7,43.5,0.3,"loose"
"California",2020-10-22,896424,17266,39557045,253.9065023,2020-03-19,2020-05-25,6271,77,1.93,"10",2266.2,15.9,43.6,0.2,"loose"
"California",2020-10-23,902325,17316,39557045,253.9065023,2020-03-19,2020-05-25,5901,50,1.92,"10",2281.1,14.9,43.8,0.1,"loose"
"California",2020-10-24,906644,17345,39557045,253.9065023,2020-03-19,2020-05-25,4319,29,1.91,"10",2292,10.9,43.8,0.1,"loose"
"California",2020-10-25,909344,17358,39557045,253.9065023,2020-03-19,2020-05-25,2700,13,1.91,"10",2298.8,6.8,43.9,0,"loose"
"California",2020-10-26,913699,17398,39557045,253.9065023,2020-03-19,2020-05-25,4355,40,1.9,"10",2309.8,11,44,0.1,"loose"
"California",2020-10-27,918627,17478,39557045,253.9065023,2020-03-19,2020-05-25,4928,80,1.9,"10",2322.3,12.5,44.2,0.2,"loose"
"California",2020-10-28,922680,17541,39557045,253.9065023,2020-03-19,2020-05-25,4053,63,1.9,"10",2332.5,10.2,44.3,0.2,"loose"
"California",2020-10-29,926893,17567,39557045,253.9065023,2020-03-19,2020-05-25,4213,26,1.9,"10",2343.2,10.7,44.4,0.1,"loose"
"California",2020-10-30,931826,17627,39557045,253.9065023,2020-03-19,2020-05-25,4933,60,1.89,"10",2355.7,12.5,44.6,0.2,"loose"
"California",2020-10-31,935248,17661,39557045,253.9065023,2020-03-19,2020-05-25,3422,34,1.89,"10",2364.3,8.7,44.6,0.1,"loose"
"California",2020-11-01,938883,17671,39557045,253.9065023,2020-03-19,2020-05-25,3635,10,1.88,"11",2373.5,9.2,44.7,0,"loose"
"California",2020-11-02,944141,17700,39557045,253.9065023,2020-03-19,2020-05-25,5258,29,1.87,"11",2386.8,13.3,44.7,0.1,"loose"
"California",2020-11-03,949383,17751,39557045,253.9065023,2020-03-19,2020-05-25,5242,51,1.87,"11",2400,13.3,44.9,0.1,"loose"
"California",2020-11-04,954624,17818,39557045,253.9065023,2020-03-19,2020-05-25,5241,67,1.87,"11",2413.3,13.2,45,0.2,"loose"
"California",2020-11-05,960884,17866,39557045,253.9065023,2020-03-19,2020-05-25,6260,48,1.86,"11",2429.1,15.8,45.2,0.1,"loose"
"California",2020-11-06,967597,17939,39557045,253.9065023,2020-03-19,2020-05-25,6713,73,1.85,"11",2446.1,17,45.3,0.2,"loose"
"California",2020-11-07,972801,17964,39557045,253.9065023,2020-03-19,2020-05-25,5204,25,1.85,"11",2459.2,13.2,45.4,0.1,"loose"
"California",2020-11-08,978844,17975,39557045,253.9065023,2020-03-19,2020-05-25,6043,11,1.84,"11",2474.5,15.3,45.4,0,"loose"
"California",2020-11-09,985598,18035,39557045,253.9065023,2020-03-19,2020-05-25,6754,60,1.83,"11",2491.6,17.1,45.6,0.2,"loose"
"California",2020-11-10,994341,18073,39557045,253.9065023,2020-03-19,2020-05-25,8743,38,1.82,"11",2513.7,22.1,45.7,0.1,"loose"
"California",2020-11-11,999498,18109,39557045,253.9065023,2020-03-19,2020-05-25,5157,36,1.81,"11",2526.7,13,45.8,0.1,"loose"
"California",2020-11-12,1009187,18141,39557045,253.9065023,2020-03-19,2020-05-25,9689,32,1.8,"11",2551.2,24.5,45.9,0.1,"loose"
"California",2020-11-13,1019052,18218,39557045,253.9065023,2020-03-19,2020-05-25,9865,77,1.79,"11",2576.2,24.9,46.1,0.2,"loose"
"California",2020-11-14,1027016,18254,39557045,253.9065023,2020-03-19,2020-05-25,7964,36,1.78,"11",2596.3,20.1,46.1,0.1,"loose"
"California",2020-11-15,1035981,18265,39557045,253.9065023,2020-03-19,2020-05-25,8965,11,1.76,"11",2619,22.7,46.2,0,"loose"
"California",2020-11-16,1047360,18304,39557045,253.9065023,2020-03-19,2020-05-25,11379,39,1.75,"11",2647.7,28.8,46.3,0.1,"loose"
"California",2020-11-17,1058096,18360,39557045,253.9065023,2020-03-19,2020-05-25,10736,56,1.74,"11",2674.9,27.1,46.4,0.1,"loose"
"California",2020-11-18,1069517,18467,39557045,253.9065023,2020-03-19,2020-05-25,11421,107,1.73,"11",2703.7,28.9,46.7,0.3,"loose"
"California",2020-11-19,1082674,18555,39557045,253.9065023,2020-03-19,2020-05-25,13157,88,1.71,"11",2737,33.3,46.9,0.2,"loose"
"California",2020-11-20,1096401,18649,39557045,253.9065023,2020-03-19,2020-05-25,13727,94,1.7,"11",2771.7,34.7,47.1,0.2,"loose"
"California",2020-11-21,1109844,18709,39557045,253.9065023,2020-03-19,2020-05-25,13443,60,1.69,"11",2805.7,34,47.3,0.2,"limited lockdown"
"California",2020-11-22,1118652,18726,39557045,253.9065023,2020-03-19,2020-05-25,8808,17,1.67,"11",2827.9,22.3,47.3,0,"limited lockdown"
"California",2020-11-23,1136346,18768,39557045,253.9065023,2020-03-19,2020-05-25,17694,42,1.65,"11",2872.7,44.7,47.4,0.1,"limited lockdown"
"California",2020-11-24,1153005,18875,39557045,253.9065023,2020-03-19,2020-05-25,16659,107,1.64,"11",2914.8,42.1,47.7,0.3,"limited lockdown"
